Altitude,Temperature
30952,-41.31
30960,-41.3
30968,-41.29
30976,-41.28
30984,-41.27
30992,-41.26
31000,-41.25
31008,-41.24
31016,-41.23
31024,-41.22
31032,-41.21
31040,-41.2
31048,-41.19
31056,-41.18
31064,-41.17
31072,-41.16
31080,-41.15
31088,-41.14
31096,-41.13
31104,-41.12
31112,-41.11
31120,-41.1
31128,-41.09
31136,-41.08
31144,-41.07
31152,-41.06
31160,-41.05
31168,-41.04
31176,-41.03
31184,-41.02
31192,-41.01
31200,-41
31208,-40.99
31216,-40.98
31224,-40.97
31232,-40.96
31240,-40.95
31248,-40.94
31256,-40.93
31264,-40.92
31272,-40.91
31280,-40.9
31288,-40.89
31296,-40.88
31304,-40.87
31312,-40.86
31320,-40.85
31328,-40.84
31336,-40.83
31344,-40.82
31352,-40.81
31360,-40.8
31368,-40.79
31376,-40.78
31384,-40.77
31392,-40.76
31400,-40.75
31408,-40.74
31416,-40.73
31424,-40.72
31432,-40.71
31440,-40.7
31448,-40.69
31456,-40.68
31464,-40.67
31472,-40.66
31480,-40.65
31488,-40.64
31496,-40.63
31504,-40.62
31512,-40.61
31520,-40.6
31528,-40.59
31536,-40.58
31544,-40.57
31552,-40.56
31560,-40.55
31568,-40.54
31576,-40.53
31584,-40.52
31592,-40.51
31600,-40.5
31608,-40.49
31616,-40.48
31624,-40.47
31632,-40.46
31640,-40.45
31648,-40.44
31656,-40.43
31664,-40.42
31672,-40.41
31680,-40.4
31688,-40.39
31696,-40.38
31704,-40.37
31712,-40.36
31720,-40.35
31728,-40.34
31736,-40.33
31744,-40.32
31752,-40.31
31760,-40.3
31768,-40.29
31776,-40.28
31784,-40.27
31792,-40.26
31800,-40.25
31808,-40.24
31816,-40.23
31824,-40.22
31832,-40.21
31840,-40.2
31848,-40.19
31856,-40.18
31864,-40.17
31872,-40.16
31880,-40.15
31888,-40.14
31896,-40.13
31904,-40.12
31912,-40.11
31920,-40.1
31928,-40.09
31936,-40.08
31944,-40.07
31952,-40.06
31960,-40.05
31968,-40.04
31976,-40.03
31984,-40.02
31992,-40.01
32000,-40
